id,rainfall
2190,0.8514289005110048
2191,0.8577375131647476
2192,0.8170291902566895
2193,0.15829003884873916
2194,0.15966276940410468
2195,0.7420085445444591
2196,0.810280937785642
2197,0.8336462037203479
2198,0.8472174587620851
2199,0.6558675751519623
2200,0.8585663011098201
2201,0.15915503336193995
2202,0.861369333821943
2203,0.8368211369989447
2204,0.28745116772380036
2205,0.1544808527959381
2206,0.772931644368162
2207,0.6255650244451122
2208,0.14879734709139258
2209,0.15407182151741242
2210,0.15539359118770826
2211,0.17246363869170384
2212,0.7033241964479895
2213,0.8430039830029374
2214,0.761916975053451
2215,0.3500998164338621
2216,0.1565433301033556
2217,0.8496451174333006
2218,0.8066813251551831
2219,0.31187408674716227
2220,0.8234637561756966
2221,0.8273234531914857
2222,0.715199060363136
2223,0.8482325914865061
2224,0.6999477048780576
2225,0.7909837707129068
2226,0.20109934308524569
2227,0.8018677568024951
2228,0.697921750561264
2229,0.7767830319010438
2230,0.6929298304740624
2231,0.7670171460834259
2232,0.1681309615226708
2233,0.8053276224022707
2234,0.8297261824262336
2235,0.15937704583183054
2236,0.15728091515161233
2237,0.8524849332338742
2238,0.1724298921142874
2239,0.6284434958845335
2240,0.8272967129046777
2241,0.8546050946272188
2242,0.856850631339701
2243,0.8585651573579832
2244,0.8505781918628742
2245,0.8475336920721162
2246,0.8296573001854559
2247,0.7952494130109069
2248,0.7820420184207424
2249,0.8162107646075946
2250,0.7906657398969263
2251,0.8448793941079638
2252,0.8145870015070787
2253,0.6332368417219667
2254,0.22881016330697862
2255,0.25800247335198906
2256,0.15583370666107552
2257,0.7627763878495937
2258,0.7532290648482154
2259,0.18028293659236885
2260,0.8457599123536341
2261,0.8005561050394883
2262,0.7776398708853212
2263,0.8392746937919766
2264,0.8257524519974084
2265,0.8073064656559474
2266,0.758662222604175
2267,0.8363001721839315
2268,0.24308589569162817
2269,0.8323182776147466
2270,0.8028132605127722
2271,0.8433896837869276
2272,0.19899939092193164
2273,0.7953170598629699
2274,0.8158162112342636
2275,0.8191030415350591
2276,0.8163506186602182
2277,0.7786347283277915
2278,0.8334051521865915
2279,0.8173662263550432
2280,0.7693005403151794
2281,0.7811311693509955
2282,0.8166584039644645
2283,0.7867763751342762
2284,0.8042673689006203
2285,0.7878573798750262
2286,0.8280998645650667
2287,0.8026974621692694
2288,0.8039467262480987
2289,0.6481061930461091
2290,0.8344347917280693
2291,0.7765357109757334
2292,0.5918041861679099
2293,0.8270427705833041
2294,0.8232658617940865
2295,0.8026656430367625
2296,0.826760913560157
2297,0.8083628301155898
2298,0.8343324487182506
2299,0.7530594967893458
2300,0.7952360280348341
2301,0.5798037158167739
2302,0.7536034930380249
2303,0.8389631697771646
2304,0.82372694343296
2305,0.8010840414576584
2306,0.7856161830592545
2307,0.7842409391809473
2308,0.7890829981549295
2309,0.8173577703718831
2310,0.44380147552563554
2311,0.750042674534563
2312,0.6929999993595695
2313,0.1975849346680162
2314,0.7627850652692628
2315,0.3298473427238015
2316,0.8443606435765372
2317,0.8477001625719902
2318,0.8424944352960445
