id,rainfall
2190,0.9953488372093023
2191,0.9953488372093023
2192,0.9645796064400715
2193,0.07117117117117117
2194,0.07117117117117117
2195,0.9236902220724262
2196,0.9215702287759624
2197,0.9826329816363039
2198,0.9821329140596043
2199,0.812700935282185
2200,0.9887263206530109
2201,0.0404040404040404
2202,0.9953488372093023
2203,0.9544125951628147
2204,0.49341242091242093
2205,0.060133370665591025
2206,0.920284803498652
2207,0.7403435563573613
2208,0.0404040404040404
2209,0.0682644644320902
2210,0.07117117117117117
2211,0.0404040404040404
2212,0.7677958145873247
2213,0.9777017783857728
2214,0.9265917887869108
2215,0.42426376376376373
2216,0.07117117117117117
2217,0.973908219499506
2218,0.9633640018124312
2219,0.45071879021879024
2220,0.9760104650800124
2221,0.9659372050067524
2222,0.8943917154103667
2223,0.9887554306158958
2224,0.8642596402734455
2225,0.9428804748071651
2226,0.20185900185900185
2227,0.9408322702364744
2228,0.8464821796388418
2229,0.9130006590716505
2230,0.8439180770747392
2231,0.8791719209751998
2232,0.10926640926640926
2233,0.9279129397734048
2234,0.9804220972825625
2235,0.07849927849927849
2236,0.09815529815529815
2237,0.9821329140596043
2238,0.10926640926640926
2239,0.8434515970001024
2240,0.9821329140596043
2241,0.9887263206530109
2242,0.9953488372093023
2243,0.9953488372093023
2244,0.9953488372093023
2245,0.9953488372093023
2246,0.9821329140596043
2247,0.9686946459559931
2248,0.9454490319209055
2249,0.9826329816363039
2250,0.9760104650800124
2251,0.9953488372093023
2252,0.9887554306158958
2253,0.8398857407999525
2254,0.33474908424908423
2255,0.5225054945054945
2256,0.08961038961038961
2257,0.9176518218623482
2258,0.8788126548264599
2259,0.1976923351923352
2260,0.9953488372093023
2261,0.968015164603129
2262,0.9676771317466791
2263,0.968803284729228
2264,0.9663876554572028
2265,0.9381963789465986
2266,0.9169982884039367
2267,0.9887554306158958
2268,0.26342592592592595
2269,0.9821329140596043
2270,0.9078274996307782
2271,0.9887554306158958
2272,0.28723544973544973
2273,0.9459372050067524
2274,0.9913771917594034
2275,0.9676771317466791
2276,0.9593437984133458
2277,0.9572415528328394
2278,0.9821329140596043
2279,0.9600065531591352
2280,0.942329272131085
2281,0.9140878659573699
2282,0.9716973351457646
2283,0.962603871673419
2284,0.9800306684790979
2285,0.9674051696665169
2286,0.9821329140596043
2287,0.9462140447018235
2288,0.9760104650800124
2289,0.7876709859318745
2290,0.9760104650800124
2291,0.9335315905538156
2292,0.730542264752791
2293,0.9821329140596043
2294,0.973799580726271
2295,0.9510540342678827
2296,0.9639949612040435
2297,0.955843437770128
2298,0.9760104650800124
2299,0.9412904232171134
2300,0.9760104650800124
2301,0.7411742486873807
2302,0.9046789807499722
2303,0.9934065934065934
2304,0.9659663149696373
2305,0.945292902693887
2306,0.9318462959158433
2307,0.9573310050988182
2308,0.9497209887905362
2309,0.9561525219027416
2310,0.43257977207977205
2311,0.9087310836918298
